date,aqs_site_id,poc,daily_max_8_hour_co_concentration,units,daily_aqi_value,daily_obs_count,percent_complete,aqs_parameter_code,aqs_parameter_desc,cbsa_code,cbsa_name,state_code,state,county_code,county,site_latitude,site_longitude,site_location
1980-02-20,10731003,true,2.1,ppm,24,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-21,10731003,true,2.1,ppm,24,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-22,10731003,true,4.7,ppm,53,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-23,10731003,true,4.6,ppm,52,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-24,10731003,true,3.1,ppm,35,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-25,10731003,true,2.6,ppm,30,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-26,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-27,10731003,true,3.6,ppm,41,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-28,10731003,true,3.6,ppm,41,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-29,10731003,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-01,10731003,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-02,10731003,true,1,ppm,11,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-03,10731003,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-04,10731003,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-05,10731003,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-08,10731003,true,2.9,ppm,33,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-09,10731003,true,4.1,ppm,47,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-10,10731003,true,5,ppm,56,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-11,10731003,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-12,10731003,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-13,10731003,true,2.2,ppm,25,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-14,10731003,true,2.3,ppm,26,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-15,10731003,true,4.5,ppm,51,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-16,10731003,true,0.9,ppm,10,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-17,10731003,true,1.8,ppm,20,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-18,10731003,true,1.7,ppm,19,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-19,10731003,true,4.2,ppm,48,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-20,10731003,true,1.1,ppm,13,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-21,10731003,true,1.6,ppm,18,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-22,10731003,true,2.7,ppm,31,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-23,10731003,true,5.2,ppm,58,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-24,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-25,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-26,10731003,true,1.9,ppm,22,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-27,10731003,true,1.7,ppm,19,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-28,10731003,true,0.9,ppm,10,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-29,10731003,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-30,10731003,true,2.2,ppm,25,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-03-31,10731003,true,2.7,ppm,31,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-01,10731003,true,3.4,ppm,39,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-04,10731003,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-05,10731003,true,1.9,ppm,22,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-06,10731003,true,4.2,ppm,48,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-07,10731003,true,0.7,ppm,8,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-08,10731003,true,0.9,ppm,10,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-09,10731003,true,1.9,ppm,22,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-10,10731003,true,3.2,ppm,36,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-11,10731003,true,4.3,ppm,49,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-12,10731003,true,1,ppm,11,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-13,10731003,true,0.9,ppm,10,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-14,10731003,true,0.7,ppm,8,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-15,10731003,true,4.2,ppm,48,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-16,10731003,true,4,ppm,45,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-17,10731003,true,2.4,ppm,27,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-18,10731003,true,2.1,ppm,24,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-19,10731003,true,3.7,ppm,42,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-20,10731003,true,5.1,ppm,57,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-21,10731003,true,3.5,ppm,40,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-22,10731003,true,3.8,ppm,43,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-23,10731003,true,5.9,ppm,65,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-24,10731003,true,2.6,ppm,30,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-25,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-26,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-27,10731003,true,2.6,ppm,30,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-28,10731003,true,2.3,ppm,26,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-29,10731003,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-04-30,10731003,true,1.9,ppm,22,18,75.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-01,10731003,true,2.6,ppm,30,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-02,10731003,true,3.4,ppm,39,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-03,10731003,true,3.1,ppm,35,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-04,10731003,true,3.6,ppm,41,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-05,10731003,true,1.6,ppm,18,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-06,10731003,true,1.9,ppm,22,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-07,10731003,true,1.8,ppm,20,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-08,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-09,10731003,true,2,ppm,23,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-10,10731003,true,3.1,ppm,35,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-11,10731003,true,1.1,ppm,13,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-12,10731003,true,1,ppm,11,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-13,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-14,10731003,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-15,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-16,10731003,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-17,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-18,10731003,true,0.6,ppm,7,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-19,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-20,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-21,10731003,true,2.2,ppm,25,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-22,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-23,10731003,true,2.4,ppm,27,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-24,10731003,true,3.4,ppm,39,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-25,10731003,true,2.3,ppm,26,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-26,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-27,10731003,true,2,ppm,23,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-28,10731003,true,2.1,ppm,24,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-29,10731003,true,2.5,ppm,28,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-30,10731003,true,2.7,ppm,31,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-05-31,10731003,true,2,ppm,23,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-01,10731003,true,1.6,ppm,18,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-02,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-03,10731003,true,1.6,ppm,18,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-04,10731003,true,2.4,ppm,27,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-05,10731003,true,2.7,ppm,31,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-06,10731003,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-07,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-08,10731003,true,0.5,ppm,6,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-09,10731003,true,0.7,ppm,8,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-10,10731003,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-11,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-12,10731003,true,2.6,ppm,30,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-13,10731003,true,3.5,ppm,40,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-14,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-15,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-16,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-17,10731003,true,1.1,ppm,13,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-18,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-19,10731003,true,2,ppm,23,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-20,10731003,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-21,10731003,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-22,10731003,true,0.6,ppm,7,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-23,10731003,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-24,10731003,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-25,10731003,true,1.8,ppm,20,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-26,10731003,true,2.3,ppm,26,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-27,10731003,true,3.3,ppm,38,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-28,10731003,true,2.1,ppm,24,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-29,10731003,true,0.4,ppm,5,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-06-30,10731003,true,1.7,ppm,19,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-07-01,10731003,true,3.1,ppm,35,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-07-04,10731003,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-07-05,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
